Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of Ownership,Industry,Sector,Revenue,Competitors
Digital Media Manager,$148k-$225k,Manage online content and social media presence.,1.9,Tech Innovate,"Atlanta, GA","Boston, MA",1001-5000 employees,2014,Non-profit Organization,Finance,Retail,$5 to $10 million,None
Digital Media Manager,$78k-$248k,Manage online content and social media presence.,3.4,Office Organizers,"Boston, MA","Chicago, IL",501-1000 employees,1964,Non-profit Organization,Marketing,Real Estate,$5 to $10 million,None
Human Resources Coordinator,$51k-$234k,"Manage recruitment, training, and employee relations.",2.0,Secure Systems,"Washington, DC","Chicago, IL",1001-5000 employees,1917,Subsidiary or Business Segment,Consumer Products,Retail,$25 to $50 million,None
Project Manager,$134k-$168k,Oversee project lifecycle from initiation to closure.,3.9,Finance First,"Los Angeles, CA","New York, NY",51-200 employees,1997,Subsidiary or Business Segment,Graphic Design,Business Services,$5 to $10 million,None
Network Administrator,$79k-$155k,Maintain and troubleshoot company network issues.,3.7,People Partners,"Los Angeles, CA","Denver, CO",501-1000 employees,2017,Subsidiary or Business Segment,Customer Service,Technology,Less than $1 million,None
Supply Chain Analyst,$91k-$163k,Optimize supply chain processes to improve efficiency.,3.8,People Partners,"Boston, MA","Boston, MA",1001-5000 employees,1969,Non-profit Organization,Consumer Products,Real Estate,More than $50 million,None
Digital Media Manager,$96k-$225k,Manage online content and social media presence.,3.6,Office Organizers,"San Francisco, CA","Atlanta, GA",201-500 employees,1948,Public,Human Resources,Real Estate,$5 to $10 million,None
Administrative Assistant,$94k-$212k,Provide administrative support to ensure efficient office operations.,4.2,Support Central,"Washington, DC","New York, NY",1001-5000 employees,2012,Public,Finance,Retail,$1 to $5 million,None
Marketing Specialist,$115k-$232k,Create and execute marketing strategies to enhance brand awareness.,2.1,Global Sales Group,"Chicago, IL","Chicago, IL",201-500 employees,1977,Private,Logistics,"Arts, Entertainment & Recreation",$10 to $25 million,None
Security Analyst,$92k-$242k,Protect systems against cyber threats and ensure data security.,1.5,Supply Chain Co.,"Seattle, WA","Seattle, WA",51-200 employees,1975,Public,Logistics,Real Estate,Less than $1 million,None
Graphic Designer,$55k-$166k,Design visual content for digital and print media.,3.3,Global Sales Group,"Chicago, IL","Atlanta, GA",1-50 employees,2014,Non-profit Organization,Consumer Products,Technology,$1 to $5 million,None
Data Scientist,$73k-$216k,Analyze large datasets to uncover actionable insights.,4.8,Plan Pros,"Washington, DC","New York, NY",201-500 employees,1910,Public,Finance,Government,$10 to $25 million,None
Administrative Assistant,$111k-$171k,Provide administrative support to ensure efficient office operations.,1.9,Media Magic,"Washington, DC","Chicago, IL",1001-5000 employees,2005,Public,Management Consulting,Non-Profit,$5 to $10 million,None
Sales Manager,$142k-$237k,Lead sales teams to achieve targets through strategic planning.,2.4,Finance First,"Washington, DC","Washington, DC",1-50 employees,1929,Subsidiary or Business Segment,Digital Media,Retail,Less than $1 million,None
Software Developer,$75k-$216k,Develop and maintain software applications based on client requirements.,4.4,People Partners,"Denver, CO","Chicago, IL",1001-5000 employees,1912,Public,Finance,Government,$25 to $50 million,None
Software Developer,$150k-$218k,Develop and maintain software applications based on client requirements.,3.0,Market Movers,"San Francisco, CA","Seattle, WA",51-200 employees,2015,Non-profit Organization,Human Resources,Technology,More than $50 million,None
Supply Chain Analyst,$105k-$216k,Optimize supply chain processes to improve efficiency.,2.7,Office Organizers,"New York, NY","Atlanta, GA",501-1000 employees,1929,Subsidiary or Business Segment,Cybersecurity,Real Estate,$5 to $10 million,None
Project Manager,$144k-$247k,Oversee project lifecycle from initiation to closure.,4.3,Plan Pros,"San Francisco, CA","Denver, CO",51-200 employees,1932,Subsidiary or Business Segment,Cybersecurity,"Arts, Entertainment & Recreation",Less than $1 million,None
Data Scientist,$126k-$219k,Analyze large datasets to uncover actionable insights.,2.6,Design Dreams,"New York, NY","New York, NY",1001-5000 employees,1966,Private,Human Resources,Technology,$10 to $25 million,None
Supply Chain Analyst,$76k-$238k,Optimize supply chain processes to improve efficiency.,4.2,Media Magic,"Los Angeles, CA","San Francisco, CA",51-200 employees,1954,Non-profit Organization,Research & Development,Biotech & Pharmaceuticals,$25 to $50 million,None
Digital Media Manager,$122k-$196k,Manage online content and social media presence.,3.4,Supply Chain Co.,"Denver, CO","Austin, TX",501-1000 employees,1970,Non-profit Organization,Finance,Retail,$5 to $10 million,None
Human Resources Coordinator,$121k-$211k,"Manage recruitment, training, and employee relations.",2.0,Data Wizards,"Washington, DC","Los Angeles, CA",501-1000 employees,1994,Public,Administrative Services,Business Services,More than $50 million,None
Graphic Designer,$107k-$250k,Design visual content for digital and print media.,3.8,Global Sales Group,"San Francisco, CA","Austin, TX",1001-5000 employees,1951,Government,Cybersecurity,Non-Profit,$25 to $50 million,None
Web Developer,$137k-$240k,Build and maintain websites to enhance user experience.,1.2,Media Magic,"New York, NY","San Francisco, CA",51-200 employees,1960,Non-profit Organization,Digital Media,Business Services,Less than $1 million,None
Data Scientist,$78k-$197k,Analyze large datasets to uncover actionable insights.,1.3,Tech Innovate,"Denver, CO","Denver, CO",1001-5000 employees,1983,Non-profit Organization,Research & Development,Government,Less than $1 million,None
Security Analyst,$72k-$231k,Protect systems against cyber threats and ensure data security.,3.0,Tech Innovate,"Austin, TX","Atlanta, GA",201-500 employees,1924,Private,Cybersecurity,Government,$25 to $50 million,None
Human Resources Coordinator,$139k-$179k,"Manage recruitment, training, and employee relations.",3.5,Supply Chain Co.,"New York, NY","Los Angeles, CA",51-200 employees,1983,Private,Consumer Products,Business Services,$5 to $10 million,None
Security Analyst,$101k-$195k,Protect systems against cyber threats and ensure data security.,3.7,Media Magic,"Washington, DC","Austin, TX",1001-5000 employees,1901,Private,Customer Service,Business Services,$25 to $50 million,None
Data Scientist,$142k-$221k,Analyze large datasets to uncover actionable insights.,4.7,Net Solutions,"Los Angeles, CA","Boston, MA",51-200 employees,1977,Public,Finance,Real Estate,$25 to $50 million,None
Software Developer,$83k-$172k,Develop and maintain software applications based on client requirements.,2.6,Market Movers,"Atlanta, GA","San Francisco, CA",1001-5000 employees,1937,Government,Marketing,Non-Profit,$5 to $10 million,None
Customer Support Representative,$118k-$223k,Handle customer inquiries and resolve issues promptly.,2.0,Finance First,"Denver, CO","Washington, DC",501-1000 employees,1998,Public,Cybersecurity,Insurance,$10 to $25 million,None
Supply Chain Analyst,$108k-$225k,Optimize supply chain processes to improve efficiency.,4.4,Finance First,"San Francisco, CA","Boston, MA",1-50 employees,1948,Public,Logistics,"Arts, Entertainment & Recreation",$5 to $10 million,None
Digital Media Manager,$95k-$216k,Manage online content and social media presence.,3.1,Web Wonders,"Boston, MA","Austin, TX",201-500 employees,1911,Subsidiary or Business Segment,Logistics,Insurance,Less than $1 million,None
Human Resources Coordinator,$72k-$210k,"Manage recruitment, training, and employee relations.",2.3,Design Dreams,"Washington, DC","Boston, MA",51-200 employees,1995,Public,Finance,"Arts, Entertainment & Recreation",$1 to $5 million,None
Web Developer,$80k-$183k,Build and maintain websites to enhance user experience.,1.8,Design Dreams,"Austin, TX","Washington, DC",201-500 employees,1919,Private,Marketing,Business Services,More than $50 million,None
Supply Chain Analyst,$113k-$228k,Optimize supply chain processes to improve efficiency.,1.0,Office Organizers,"Atlanta, GA","New York, NY",501-1000 employees,1947,Non-profit Organization,Networking & Security,Media,$25 to $50 million,None
Administrative Assistant,$85k-$212k,Provide administrative support to ensure efficient office operations.,1.7,Secure Systems,"Atlanta, GA","Boston, MA",501-1000 employees,1928,Non-profit Organization,Consumer Products,Technology,$25 to $50 million,None
Security Analyst,$104k-$211k,Protect systems against cyber threats and ensure data security.,4.8,Tech Innovate,"Atlanta, GA","Los Angeles, CA",501-1000 employees,2010,Public,Finance,Business Services,More than $50 million,None
Human Resources Coordinator,$108k-$190k,"Manage recruitment, training, and employee relations.",3.8,Tech Innovate,"Austin, TX","Denver, CO",1001-5000 employees,1912,Government,Networking & Security,Government,$5 to $10 million,None
Sales Manager,$120k-$183k,Lead sales teams to achieve targets through strategic planning.,1.9,Finance First,"Washington, DC","Los Angeles, CA",201-500 employees,1923,Subsidiary or Business Segment,Digital Media,"Arts, Entertainment & Recreation",$10 to $25 million,None
Web Developer,$146k-$197k,Build and maintain websites to enhance user experience.,2.5,Media Magic,"Boston, MA","Seattle, WA",51-200 employees,1973,Public,Management Consulting,"Arts, Entertainment & Recreation",Less than $1 million,None
Web Developer,$84k-$180k,Build and maintain websites to enhance user experience.,3.2,Office Organizers,"Denver, CO","Austin, TX",51-200 employees,2002,Public,Finance,Technology,$1 to $5 million,None
Digital Media Manager,$113k-$167k,Manage online content and social media presence.,5.0,Office Organizers,"Atlanta, GA","Atlanta, GA",201-500 employees,2000,Subsidiary or Business Segment,Research & Development,Biotech & Pharmaceuticals,$25 to $50 million,None
Administrative Assistant,$122k-$156k,Provide administrative support to ensure efficient office operations.,2.6,Web Wonders,"Chicago, IL","New York, NY",51-200 employees,2004,Government,Finance,Business Services,$10 to $25 million,None
Web Developer,$92k-$183k,Build and maintain websites to enhance user experience.,2.4,People Partners,"Atlanta, GA","Boston, MA",201-500 employees,1902,Subsidiary or Business Segment,Marketing,Insurance,More than $50 million,None
Project Manager,$75k-$223k,Oversee project lifecycle from initiation to closure.,3.3,Supply Chain Co.,"Atlanta, GA","Chicago, IL",201-500 employees,1945,Government,Logistics,Non-Profit,$10 to $25 million,None
Security Analyst,$144k-$207k,Protect systems against cyber threats and ensure data security.,4.6,Media Magic,"Washington, DC","Boston, MA",501-1000 employees,1980,Public,Administrative Services,Retail,More than $50 million,None
Security Analyst,$93k-$203k,Protect systems against cyber threats and ensure data security.,3.5,Plan Pros,"Denver, CO","San Francisco, CA",1-50 employees,1920,Government,Graphic Design,Insurance,$5 to $10 million,None
Supply Chain Analyst,$87k-$240k,Optimize supply chain processes to improve efficiency.,2.1,Supply Chain Co.,"Denver, CO","Boston, MA",501-1000 employees,1999,Government,Software Development,Government,$25 to $50 million,None
Financial Analyst,$102k-$171k,Conduct financial analysis and report on budgeting.,1.7,Tech Innovate,"Chicago, IL","Austin, TX",201-500 employees,2020,Private,Graphic Design,Retail,$10 to $25 million,None
Marketing Specialist,$62k-$158k,Create and execute marketing strategies to enhance brand awareness.,4.7,Finance First,"Atlanta, GA","New York, NY",1-50 employees,1998,Subsidiary or Business Segment,Human Resources,Business Services,Less than $1 million,None
Data Scientist,$129k-$169k,Analyze large datasets to uncover actionable insights.,1.3,Support Central,"Denver, CO","Boston, MA",51-200 employees,1931,Government,Finance,Retail,$1 to $5 million,None
Human Resources Coordinator,$71k-$153k,"Manage recruitment, training, and employee relations.",1.1,Net Solutions,"Los Angeles, CA","Seattle, WA",501-1000 employees,2011,Non-profit Organization,Customer Service,Biotech & Pharmaceuticals,$25 to $50 million,None
Financial Analyst,$67k-$239k,Conduct financial analysis and report on budgeting.,3.2,Plan Pros,"Washington, DC","Seattle, WA",1001-5000 employees,1955,Non-profit Organization,Logistics,Non-Profit,$5 to $10 million,None
Customer Support Representative,$94k-$211k,Handle customer inquiries and resolve issues promptly.,3.2,Secure Systems,"San Francisco, CA","Seattle, WA",201-500 employees,1946,Subsidiary or Business Segment,Research & Development,Retail,$5 to $10 million,None
Software Developer,$50k-$216k,Develop and maintain software applications based on client requirements.,4.3,Office Organizers,"Chicago, IL","Los Angeles, CA",201-500 employees,1960,Non-profit Organization,IT Services,Media,$10 to $25 million,None
